omega_rad_s,hat_omega,sigma_rel
-0.0009038202570731006,-2.7388492638578805,0.008593684929802507
-0.0008996748140568401,-2.726287315323758,0.008514177849921246
-0.0008955293710405795,-2.713725366789635,0.00843441851291041
-0.000891383928024319,-2.701163418255512,0.008354402589165696
-0.0008872384850080584,-2.688601469721389,0.008274125655434374
-0.0008830930419917979,-2.6760395211872665,0.008193583192601439
-0.0008789475989755373,-2.6634775726531434,0.008112770583430092
-0.0008748021559592768,-2.6509156241190204,0.008031683110257412
-0.0008706567129430162,-2.6383536755848978,0.007950315952644723
-0.0008665112699267557,-2.6257917270507747,0.007868664184983892
-0.0008623658269104951,-2.6132297785166516,0.007786722774059196
-0.0008582203838942346,-2.600667829982529,0.007704486576566472
-0.0008540749408779741,-2.5881058814484064,0.007621950336589824
-0.0008499294978617135,-2.5755439329142833,0.007539108683037562
-0.000845784054845453,-2.5629819843801607,0.007455956127038412
-0.0008416386118291924,-2.5504200358460376,0.007372487059300337
-0.0008374931688129319,-2.537858087311915,0.007288695747433392
-0.0008333477257966713,-2.525296138777792,0.0072045763332396475
-0.0008292022827804108,-2.512734190243669,0.007120122829972498
-0.0008250568397641502,-2.5001722417095458,0.007035329119569013
-0.0008209113967478897,-2.487610293175423,0.006950188949858666
-0.000816765953731629,-2.4750483446413,0.006864695931752879
-0.0008126205107153686,-2.4624863961071775,0.006778843536420215
-0.0008084750676991079,-2.4499244475730544,0.006692625092452096
-0.0008043296246828474,-2.4373624990389318,0.006606033783025814
-0.0008001841816665868,-2.4248005505048087,0.00651906264307067
-0.0007960387386503263,-2.412238601970686,0.006431704556445362
-0.0007918932956340657,-2.399676653436563,0.00634395225313442
-0.0007877478526178052,-2.38711470490244,0.006255798306472886
-0.0007836024096015446,-2.374552756368317,0.006167235130409391
-0.0007794569665852841,-2.3619908078341942,0.006078254976818014
-0.0007753115235690235,-2.349428859300071,0.005988849932871514
-0.000771166080552763,-2.3368669107659485,0.005899011918488501
-0.0007670206375365024,-2.3243049622318255,0.005808732683868653
-0.0007628751945202419,-2.311743013697703,0.005718003807131472
-0.0007587297515039813,-2.29918106516358,0.005626816692075433
-0.0007545843084877208,-2.286619116629457,0.005535162566075007
-0.0007504388654714602,-2.274057168095334,0.0054430324781357745
-0.0007462934224551997,-2.261495219561211,0.00535041729712892
-0.0007421479794389391,-2.2489332710270884,0.005257307710228236
-0.0007380025364226786,-2.2363713224929653,0.005163694221575876
-0.000733857093406418,-2.2238093739588423,0.005069567151205002
-0.0007297116503901575,-2.2112474254247196,0.004974916634251115
-0.0007255662073738969,-2.1986854768905966,0.004879732620487481
-0.0007214207643576364,-2.186123528356474,0.0047840048742246784
-0.0007172753213413758,-2.173561579822351,0.00468772297461974
