========================================================================================================================
                                 SWMHD VARIABLE-DEPTH BRANCH CLASSIFICATION REPORT
========================================================================================================================
Parameters: Omega=5.0e-05 rad/s, H0=500.0 m, g=9.81 m/s^2, B0=5.0e-04 T, rho0=1000.0 kg/m^3, C=0.0
Domain: r1=5.0e+05 m, r2=1.0e+06 m, N_col=64
------------------------------------------------------------------------------------------------------------------------
  m |   omega [s^-1] |  hat_omega |       Branch |   n | WKB Pred [s^-1] | Abs Error [s^-1] |  ODE L2 Residual
 12 |   9.510295e-06 |     0.0951 |          MS+ |   4 |   9.141571e-05 |    8.190541e-05 |     1.003417e-12
 13 |   9.169273e-06 |     0.0917 |          MS+ |   4 |   9.141996e-05 |    8.225068e-05 |     2.497690e-12
 14 |   9.510008e-06 |     0.0951 |          MS+ |   4 |   9.142330e-05 |    8.191329e-05 |     8.530261e-14
 15 |   9.509865e-06 |     0.0951 |          MS+ |   4 |   9.142584e-05 |    8.191597e-05 |     4.745005e-13
 16 |   9.101058e-05 |     0.9101 |          MS+ |   4 |   9.142765e-05 |    4.170773e-07 |     2.738151e-13
 17 |   9.083138e-05 |     0.9083 |          MS+ |   4 |   9.142883e-05 |    5.974494e-07 |     9.627285e-13
 18 |   9.083154e-05 |     0.9083 |          MS+ |   4 |   9.142946e-05 |    5.979226e-07 |     4.376719e-13
 19 |   9.949370e-06 |     0.0995 |          MS+ |   4 |   9.142961e-05 |    8.148024e-05 |     3.177561e-11
 20 |   9.949268e-06 |     0.0995 |          MS+ |   4 |   9.142936e-05 |    8.148009e-05 |     4.544934e-11
 21 |   9.005085e-05 |     0.9005 |          MS+ |   4 |   9.142876e-05 |    1.377910e-06 |     2.937062e-13
 22 |   9.033330e-05 |     0.9033 |          MS+ |   4 |   9.142787e-05 |    1.094569e-06 |     4.413230e-13
 23 |   9.341825e-06 |     0.0934 |          MS+ |   4 |   9.142673e-05 |    8.208491e-05 |     7.398242e-14
 24 |   9.666460e-06 |     0.0967 |          MS+ |   4 |   9.142540e-05 |    8.175894e-05 |     4.444655e-12
 25 |   9.948757e-06 |     0.0995 |          MS+ |   4 |   9.142390e-05 |    8.147515e-05 |     2.773245e-11
 26 |   9.341375e-06 |     0.0934 |          MS+ |   4 |   9.142228e-05 |    8.208090e-05 |     4.006410e-14
 27 |   9.508154e-06 |     0.0951 |          MS+ |   4 |   9.142055e-05 |    8.191239e-05 |     5.083033e-12
 28 |   9.119496e-05 |     0.9119 |          MS+ |   4 |   9.141874e-05 |    2.237741e-07 |     1.618226e-13
 29 |   9.101260e-05 |     0.9101 |          MS+ |   4 |   9.141687e-05 |    4.042657e-07 |     1.939699e-13
 30 |   9.166639e-06 |     0.0917 |          MS+ |   4 |   9.141496e-05 |    8.224832e-05 |     1.034677e-11
  1 |  -9.592212e-06 |    -0.0959 |          MS- |   1 |  -8.956157e-06 |    6.360544e-07 |     4.504512e-13
  2 |  -1.018024e-05 |    -0.1018 |          MS- |   1 |  -1.050052e-05 |    3.202706e-07 |     3.960865e-13
  3 |  -1.018031e-05 |    -0.1018 |          MS- |   1 |  -1.050032e-05 |    3.200053e-07 |     1.452620e-12
  4 |  -1.018038e-05 |    -0.1018 |          MS- |   1 |  -1.050011e-05 |    3.197339e-07 |     8.145313e-13
  5 |  -1.018045e-05 |    -0.1018 |          MS- |   1 |  -1.049992e-05 |    3.194731e-07 |     1.402078e-12
  6 |  -9.592905e-06 |    -0.0959 |          MS- |   1 |  -1.049972e-05 |    9.068189e-07 |     1.175910e-13
  7 |  -9.593043e-06 |    -0.0959 |          MS- |   1 |  -1.049955e-05 |    9.065030e-07 |     2.076228e-13
  8 |  -9.593182e-06 |    -0.0959 |          MS- |   1 |  -1.049938e-05 |    9.061940e-07 |     2.761465e-13
  9 |  -9.593320e-06 |    -0.0959 |          MS- |   1 |  -1.049922e-05 |    9.058972e-07 |     2.124446e-13
 10 |  -9.593458e-06 |    -0.0959 |          MS- |   1 |  -1.049909e-05 |    9.056327e-07 |     4.986117e-13
 11 |  -8.981916e-05 |    -0.8982 |          MS- |   1 |  -1.049895e-05 |    7.932021e-05 |     4.232744e-12
 12 |  -9.065289e-05 |    -0.9065 |          MS- |   1 |  -1.049884e-05 |    8.015405e-05 |     3.074611e-12
 13 |  -9.275342e-05 |    -0.9275 |          MS- |   1 |  -1.049874e-05 |    8.225469e-05 |     1.080753e-11
 14 |  -1.018105e-05 |    -0.1018 |          MS- |   1 |  -1.049863e-05 |    3.175791e-07 |     1.672939e-12
 15 |  -9.238351e-05 |    -0.9238 |          MS- |   1 |  -1.049854e-05 |    8.188498e-05 |     3.530817e-12
 16 |  -8.972676e-05 |    -0.8973 |          MS- |   1 |  -1.049845e-05 |    7.922832e-05 |     7.600689e-12
 17 |  -1.018125e-05 |    -0.1018 |          MS- |   1 |  -1.049835e-05 |    3.171065e-07 |     5.570042e-12
 18 |  -8.972667e-05 |    -0.8973 |          MS- |   1 |  -1.049827e-05 |    7.922839e-05 |     5.933594e-12
 19 |  -9.223479e-05 |    -0.9223 |          MS- |   1 |  -1.049821e-05 |    8.173657e-05 |     4.745561e-12
 20 |  -9.594832e-06 |    -0.0959 |          MS- |   1 |  -8.979904e-06 |    6.149276e-07 |     3.215195e-12
 21 |  -9.594968e-06 |    -0.0959 |          MS- |   1 |  -8.968637e-06 |    6.263310e-07 |     3.563967e-12
 22 |  -9.595104e-06 |    -0.0960 |          MS- |   1 |  -8.958248e-06 |    6.368564e-07 |     4.045719e-12
 23 |  -9.595240e-06 |    -0.0960 |          MS- |   1 |  -8.948644e-06 |    6.465961e-07 |     4.657442e-12
 24 |  -8.995790e-06 |    -0.0900 |          MS- |   1 |  -8.939745e-06 |    5.604467e-08 |     2.260418e-14
 25 |  -8.995946e-06 |    -0.0900 |          MS- |   1 |  -8.931480e-06 |    6.446661e-08 |     3.804896e-13
 26 |  -1.007501e-05 |    -0.1008 |          MS- |   1 |  -9.588007e-06 |    4.870031e-07 |     4.111101e-13
 27 |  -9.595782e-06 |    -0.0960 |          MS- |   1 |  -8.916608e-06 |    6.791744e-07 |     1.369727e-11
 28 |  -9.595917e-06 |    -0.0960 |          MS- |   1 |  -9.335591e-06 |    2.603259e-07 |     2.466282e-11
 29 |  -9.596052e-06 |    -0.0960 |          MS- |   1 |  -9.332294e-06 |    2.637581e-07 |     4.138685e-11
 30 |  -1.007534e-05 |    -0.1008 |          MS- |   1 |  -9.876719e-06 |    1.986199e-07 |     2.327763e-13
  1 |  -8.992152e-06 |    -0.0899 |          MS- |   2 |  -8.779287e-06 |    2.128649e-07 |     4.223894e-13
  2 |  -8.992311e-06 |    -0.0899 |          MS- |   2 |  -8.836900e-06 |    1.554110e-07 |     2.157958e-13
  3 |  -9.592489e-06 |    -0.0959 |          MS- |   2 |  -8.887389e-06 |    7.050999e-07 |     1.493957e-13
  4 |  -8.992628e-06 |    -0.0899 |          MS- |   2 |  -8.928874e-06 |    6.375433e-08 |     1.891996e-13
  5 |  -9.592766e-06 |    -0.0959 |          MS- |   2 |  -8.960821e-06 |    6.319449e-07 |     2.713968e-13
  6 |  -1.018051e-05 |    -0.1018 |          MS- |   2 |  -1.049842e-05 |    3.179072e-07 |     5.305341e-13
  7 |  -1.018058e-05 |    -0.1018 |          MS- |   2 |  -1.049835e-05 |    3.177679e-07 |     2.226772e-12
  8 |  -1.018065e-05 |    -0.1018 |          MS- |   2 |  -1.049831e-05 |    3.176622e-07 |     1.006440e-12
  9 |  -1.018071e-05 |    -0.1018 |          MS- |   2 |  -1.049826e-05 |    3.175416e-07 |     6.922720e-13
 10 |  -1.018078e-05 |    -0.1018 |          MS- |   2 |  -1.049820e-05 |    3.174171e-07 |     2.353056e-12
 11 |  -1.018085e-05 |    -0.1018 |          MS- |   2 |  -1.049815e-05 |    3.173040e-07 |     2.358155e-12
 12 |  -1.018091e-05 |    -0.1018 |          MS- |   2 |  -9.070987e-06 |    1.109927e-06 |     3.844375e-12
 13 |  -9.593872e-06 |    -0.0959 |          MS- |   2 |  -9.274831e-06 |    3.190406e-07 |     1.155542e-11
 14 |  -8.627868e-06 |    -0.0863 |          MS- |   2 |  -9.578926e-06 |    9.510584e-07 |     5.761258e-12
 15 |  -8.981890e-05 |    -0.8982 |          MS- |   2 |  -9.655772e-06 |    8.016312e-05 |     4.926615e-12
 16 |  -8.994531e-06 |    -0.0899 |          MS- |   2 |  -8.974530e-06 |    2.000106e-08 |     7.432062e-14
 17 |  -9.514464e-06 |    -0.0951 |          MS- |   2 |  -8.966742e-06 |    5.477215e-07 |     1.385165e-11
 18 |  -9.953151e-06 |    -0.0995 |          MS- |   2 |  -9.282581e-06 |    6.705698e-07 |     3.827615e-13
 19 |  -8.972662e-05 |    -0.8973 |          MS- |   2 |  -9.452681e-06 |    8.027394e-05 |     8.455215e-12
 20 |  -9.082558e-05 |    -0.9083 |          MS- |   2 |  -9.453794e-06 |    8.137179e-05 |     3.983106e-12
 21 |  -8.537267e-06 |    -0.0854 |          MS- |   2 |  -7.430239e-06 |    1.107028e-06 |     6.783621e-14
 22 |  -9.018090e-05 |    -0.9018 |          MS- |   2 |  -9.616343e-06 |    8.056455e-05 |     1.482031e-12
 23 |  -9.672662e-06 |    -0.0967 |          MS- |   2 |  -9.143431e-06 |    5.292313e-07 |     9.115142e-12
 24 |  -1.007484e-05 |    -0.1007 |          MS- |   2 |  -9.373350e-06 |    7.014947e-07 |     1.066378e-12
 25 |  -1.007493e-05 |    -0.1007 |          MS- |   2 |  -9.694756e-06 |    3.801714e-07 |     4.239861e-12
 26 |  -8.996103e-06 |    -0.0900 |          MS- |   2 |  -8.905823e-06 |    9.027984e-08 |     1.967932e-12
 27 |  -8.996259e-06 |    -0.0900 |          MS- |   2 |  -8.869837e-06 |    1.264213e-07 |     2.748795e-13
 28 |  -8.538295e-06 |    -0.0854 |          MS- |   2 |  -8.234680e-06 |    3.036152e-07 |     3.278424e-13
 29 |  -8.996570e-06 |    -0.0900 |          MS- |   2 |  -8.147096e-06 |    8.494740e-07 |     1.955713e-13
 30 |  -9.673566e-06 |    -0.0967 |          MS- |   2 |  -9.399251e-06 |    2.743147e-07 |     7.872343e-13
  1 |  -7.009390e-06 |    -0.0701 |          MS- |   3 |  -8.417420e-06 |    1.408031e-06 |     2.768219e-12
  2 |  -8.534453e-06 |    -0.0853 |          MS- |   3 |  -8.378846e-06 |    1.556069e-07 |     2.097826e-13
  3 |  -8.992469e-06 |    -0.0899 |          MS- |   3 |  -8.797161e-06 |    1.953086e-07 |     1.717823e-13
  4 |  -8.810050e-06 |    -0.0881 |          MS- |   3 |  -8.927700e-06 |    1.176494e-07 |     1.208652e-12
  5 |  -8.992787e-06 |    -0.0899 |          MS- |   3 |  -8.873867e-06 |    1.189201e-07 |     1.423238e-13
  6 |  -8.535047e-06 |    -0.0854 |          MS- |   3 |  -8.928950e-06 |    3.939031e-07 |     1.397209e-13
  7 |  -8.993105e-06 |    -0.0899 |          MS- |   3 |  -9.286101e-06 |    2.929961e-07 |     6.345378e-12
  8 |  -8.535343e-06 |    -0.0854 |          MS- |   3 |  -8.325099e-06 |    2.102446e-07 |     1.499517e-13
  9 |  -8.993422e-06 |    -0.0899 |          MS- |   3 |  -8.597207e-06 |    3.962158e-07 |     1.563820e-11
 10 |  -8.993581e-06 |    -0.0899 |          MS- |   3 |  -8.505028e-06 |    4.885528e-07 |     8.217253e-12
 11 |  -8.993740e-06 |    -0.0899 |          MS- |   3 |  -8.472831e-06 |    5.209088e-07 |     1.990654e-11
 12 |  -8.535936e-06 |    -0.0854 |          MS- |   3 |  -8.383310e-06 |    1.526263e-07 |     1.040157e-11
 13 |  -8.536084e-06 |    -0.0854 |          MS- |   3 |  -7.949760e-06 |    5.863244e-07 |     2.380568e-11
 14 |  -9.594009e-06 |    -0.0959 |          MS- |   3 |  -9.694830e-06 |    1.008208e-07 |     6.934385e-12
 15 |  -8.994373e-06 |    -0.0899 |          MS- |   3 |  -8.658369e-06 |    3.360039e-07 |     3.550288e-12
 16 |  -9.594284e-06 |    -0.0959 |          MS- |   3 |  -9.114201e-06 |    4.800824e-07 |     2.484837e-12
 17 |  -8.536676e-06 |    -0.0854 |          MS- |   3 |  -7.951352e-06 |    5.853240e-07 |     1.468639e-12
 18 |  -8.536824e-06 |    -0.0854 |          MS- |   3 |  -8.386231e-06 |    1.505935e-07 |     6.163117e-13
 19 |  -8.995004e-06 |    -0.0900 |          MS- |   3 |  -8.905169e-06 |    8.983573e-08 |     6.882541e-14
 20 |  -8.995162e-06 |    -0.0900 |          MS- |   3 |  -8.902204e-06 |    9.295809e-08 |     1.616595e-14
 21 |  -8.995319e-06 |    -0.0900 |          MS- |   3 |  -7.871693e-06 |    1.123626e-06 |     1.359005e-13
 22 |  -8.537414e-06 |    -0.0854 |          MS- |   3 |  -8.230284e-06 |    3.071299e-07 |     5.655758e-14
 23 |  -8.537561e-06 |    -0.0854 |          MS- |   3 |  -7.891969e-06 |    6.455923e-07 |     3.420862e-14
 24 |  -8.537708e-06 |    -0.0854 |          MS- |   3 |  -8.498892e-06 |    3.881686e-08 |     7.578715e-14
 25 |  -9.595512e-06 |    -0.0960 |          MS- |   3 |  -9.046760e-06 |    5.487520e-07 |     6.993670e-12
 26 |  -9.673051e-06 |    -0.0967 |          MS- |   3 |  -9.560824e-06 |    1.122274e-07 |     1.581739e-12
 27 |  -1.007509e-05 |    -0.1008 |          MS- |   3 |  -9.560589e-06 |    5.145033e-07 |     9.991362e-13
 28 |  -8.996414e-06 |    -0.0900 |          MS- |   3 |  -8.589285e-06 |    4.071292e-07 |     6.397804e-14
 29 |  -8.538442e-06 |    -0.0854 |          MS- |   3 |  -7.890323e-06 |    6.481189e-07 |     5.947521e-12
 30 |  -9.048373e-05 |    -0.9048 |          MS- |   3 |  -1.036090e-05 |    8.012283e-05 |     3.226801e-12
  1 |  -1.018018e-05 |    -0.1018 |          MS- |   4 |  -9.205082e-06 |    9.750956e-07 |     9.829604e-13
  2 |  -7.763641e-06 |    -0.0776 |          MS- |   4 |  -8.318929e-06 |    5.552878e-07 |     4.780776e-13
  3 |  -8.534602e-06 |    -0.0853 |          MS- |   4 |  -8.763261e-06 |    2.286596e-07 |     2.380382e-13
  4 |  -8.534750e-06 |    -0.0853 |          MS- |   4 |  -8.387850e-06 |    1.469001e-07 |     1.943712e-13
  5 |  -8.534898e-06 |    -0.0853 |          MS- |   4 |  -8.142568e-06 |    3.923306e-07 |     1.059699e-13
  6 |  -8.992946e-06 |    -0.0899 |          MS- |   4 |  -9.542913e-06 |    5.499667e-07 |     1.152859e-12
  7 |  -8.535195e-06 |    -0.0854 |          MS- |   4 |  -9.461635e-06 |    9.264399e-07 |     2.130197e-13
  8 |  -7.764206e-06 |    -0.0776 |          MS- |   4 |  -7.335110e-06 |    4.290961e-07 |     2.452750e-11
  9 |  -8.535491e-06 |    -0.0854 |          MS- |   4 |  -8.408000e-06 |    1.274914e-07 |     3.036960e-13
 10 |  -9.172889e-06 |    -0.0917 |          MS- |   4 |  -9.224700e-06 |    5.181139e-08 |     1.579896e-11
 11 |  -8.535788e-06 |    -0.0854 |          MS- |   4 |  -8.407653e-06 |    1.281348e-07 |     3.146920e-12
 12 |  -8.981909e-05 |    -0.8982 |          MS- |   4 |  -9.843425e-06 |    7.997567e-05 |     6.908175e-12
 13 |  -1.018098e-05 |    -0.1018 |          MS- |   4 |  -9.293947e-06 |    8.870329e-07 |     6.217504e-13
 14 |  -8.994215e-06 |    -0.0899 |          MS- |   4 |  -9.294075e-06 |    2.998599e-07 |     6.528067e-12
 15 |  -1.018111e-05 |    -0.1018 |          MS- |   4 |  -9.207043e-06 |    9.740698e-07 |     2.279983e-12
 16 |  -1.018118e-05 |    -0.1018 |          MS- |   4 |  -9.294396e-06 |    8.867839e-07 |     9.721061e-13
 17 |  -8.994689e-06 |    -0.0899 |          MS- |   4 |  -8.847083e-06 |    1.476064e-07 |     1.210431e-13
 18 |  -1.018131e-05 |    -0.1018 |          MS- |   4 |  -9.294868e-06 |    8.864434e-07 |     6.524981e-13
 19 |  -1.007443e-05 |    -0.1007 |          MS- |   4 |  -9.207748e-06 |    8.666804e-07 |     1.404101e-13
 20 |  -1.007451e-05 |    -0.1007 |          MS- |   4 |  -9.295127e-06 |    7.793855e-07 |     3.011403e-13
 21 |  -1.007460e-05 |    -0.1007 |          MS- |   4 |  -9.295313e-06 |    7.792820e-07 |     2.738707e-13
 22 |  -1.007468e-05 |    -0.1007 |          MS- |   4 |  -9.295484e-06 |    7.791949e-07 |     3.425758e-12
 23 |  -9.018078e-05 |    -0.9018 |          MS- |   4 |  -9.295647e-06 |    8.088513e-05 |     4.216838e-12
 24 |  -9.672792e-06 |    -0.0967 |          MS- |   4 |  -9.295827e-06 |    3.769656e-07 |     1.392571e-13
 25 |  -9.672922e-06 |    -0.0967 |          MS- |   4 |  -9.295962e-06 |    3.769595e-07 |     1.055713e-11
 26 |  -9.595647e-06 |    -0.0960 |          MS- |   4 |  -9.296126e-06 |    2.995214e-07 |     9.337228e-12
 27 |  -9.673180e-06 |    -0.0967 |          MS- |   4 |  -9.296391e-06 |    3.767896e-07 |     2.242769e-11
 28 |  -9.673309e-06 |    -0.0967 |          MS- |   4 |  -9.845936e-06 |    1.726266e-07 |     2.068978e-12
 29 |  -9.673438e-06 |    -0.0967 |          MS- |   4 |  -9.846034e-06 |    1.725960e-07 |     2.842179e-11
 30 |  -8.996725e-06 |    -0.0900 |          MS- |   4 |  -8.849926e-06 |    1.467995e-07 |     1.175054e-12
  1 |  -9.708429e-05 |    -0.9708 |        MK_in |   0 |  -1.308360e-04 |    3.375168e-05 |     1.256958e-12
  2 |  -1.992755e-04 |    -1.9928 |        MK_in |   0 |  -2.670029e-04 |    6.772741e-05 |     2.924719e-14
  3 |  -2.966178e-04 |    -2.9662 |        MK_in |   0 |  -4.019677e-04 |    1.053499e-04 |     1.543667e-14
  4 |  -3.890347e-04 |    -3.8903 |        MK_in |   0 |  -5.366382e-04 |    1.476035e-04 |     2.786989e-14
  5 |  -6.866022e-04 |    -6.8660 |        MK_in |   0 |  -6.711915e-04 |    1.541064e-05 |     3.943528e-15
  6 |  -7.732261e-04 |    -7.7323 |        MK_in |   0 |  -8.056864e-04 |    3.246026e-05 |     8.252299e-15
  7 |  -1.133272e-03 |   -11.3327 |        MK_in |   0 |  -9.401479e-04 |    1.931238e-04 |     8.146399e-15
  8 |  -1.202194e-03 |   -12.0219 |        MK_in |   0 |  -1.074589e-03 |    1.276053e-04 |     5.584980e-15
  9 |  -1.277811e-03 |   -12.7781 |        MK_in |   0 |  -1.209015e-03 |    6.879566e-05 |     1.314991e-14
 10 |  -1.359364e-03 |   -13.5936 |        MK_in |   0 |  -1.343432e-03 |    1.593205e-05 |     7.905249e-15
 11 |  -1.445765e-03 |   -14.4576 |        MK_in |   0 |  -1.477842e-03 |    3.207738e-05 |     2.339745e-15
 12 |  -1.796272e-03 |   -17.9627 |        MK_in |   0 |  -1.612247e-03 |    1.840251e-04 |     3.297253e-15
 13 |  -1.870418e-03 |   -18.7042 |        MK_in |   0 |  -1.746648e-03 |    1.237703e-04 |     2.469823e-15
 14 |  -1.948992e-03 |   -19.4899 |        MK_in |   0 |  -1.881045e-03 |    6.794674e-05 |     1.971816e-15
 15 |  -2.031683e-03 |   -20.3168 |        MK_in |   0 |  -2.015440e-03 |    1.624300e-05 |     2.208665e-15
 16 |  -2.117943e-03 |   -21.1794 |        MK_in |   0 |  -2.149833e-03 |    3.188950e-05 |     4.679892e-15
 17 |  -2.206959e-03 |   -22.0696 |        MK_in |   0 |  -2.284224e-03 |    7.726513e-05 |     3.026093e-15
 18 |  -2.540452e-03 |   -25.4045 |        MK_in |   0 |  -2.418613e-03 |    1.218385e-04 |     4.940023e-15
 19 |  -2.620493e-03 |   -26.2049 |        MK_in |   0 |  -2.553002e-03 |    6.749096e-05 |     2.059915e-15
 20 |  -2.703774e-03 |   -27.0377 |        MK_in |   0 |  -2.687389e-03 |    1.638455e-05 |     2.423237e-15
 21 |  -2.789951e-03 |   -27.8995 |        MK_in |   0 |  -2.821776e-03 |    3.182484e-05 |     3.323960e-15
 22 |  -2.878471e-03 |   -28.7847 |        MK_in |   0 |  -2.956161e-03 |    7.769053e-05 |     4.961090e-15
 23 |  -2.968606e-03 |   -29.6861 |        MK_in |   0 |  -3.090547e-03 |    1.219411e-04 |     2.566247e-15
 24 |  -3.292088e-03 |   -32.9209 |        MK_in |   0 |  -3.224931e-03 |    6.715646e-05 |     2.354362e-15
 25 |  -3.375740e-03 |   -33.7574 |        MK_in |   0 |  -3.359315e-03 |    1.642497e-05 |     1.053228e-15
 26 |  -3.461863e-03 |   -34.6186 |        MK_in |   0 |  -3.493699e-03 |    3.183535e-05 |     1.171832e-15
 27 |  -3.550047e-03 |   -35.5005 |        MK_in |   0 |  -3.628082e-03 |    7.803528e-05 |     1.686831e-15
 28 |  -3.882162e-03 |   -38.8216 |        MK_in |   0 |  -3.762465e-03 |    1.196970e-04 |     1.410182e-15
 29 |  -3.963718e-03 |   -39.6372 |        MK_in |   0 |  -3.896847e-03 |    6.687101e-05 |     1.562139e-15
 30 |  -4.047631e-03 |   -40.4763 |        MK_in |   0 |  -4.031229e-03 |    1.640122e-05 |     2.057983e-15
  1 |   1.018004e-05 |     0.1018 |       MK_out |   0 |   6.933787e-05 |    5.915783e-05 |     2.505087e-13
  2 |   1.744457e-04 |     1.7445 |       MK_out |   0 |   1.454763e-04 |    2.896934e-05 |     3.033551e-14
  3 |   2.612605e-04 |     2.6126 |       MK_out |   0 |   2.200517e-04 |    4.120885e-05 |     8.158963e-15
  4 |   6.326519e-04 |     6.3265 |       MK_out |   0 |   2.942548e-04 |    3.383971e-04 |     1.865494e-14
  5 |   4.284710e-04 |     4.2847 |       MK_out |   0 |   3.683107e-04 |    6.016032e-05 |     5.213062e-15
  6 |   7.928812e-04 |     7.9288 |       MK_out |   0 |   4.422933e-04 |    3.505879e-04 |     7.407637e-15
  7 |   5.895859e-04 |     5.8959 |       MK_out |   0 |   5.162342e-04 |    7.335172e-05 |     7.637090e-15
  8 |   6.687645e-04 |     6.6876 |       MK_out |   0 |   5.901490e-04 |    7.861547e-05 |     3.198793e-15
  9 |   7.473543e-04 |     7.4735 |       MK_out |   0 |   6.640465e-04 |    8.330785e-05 |     5.685424e-15
 10 |   8.255070e-04 |     8.2551 |       MK_out |   0 |   7.379318e-04 |    8.757521e-05 |     1.783767e-15
 11 |   1.227547e-03 |    12.2755 |       MK_out |   0 |   8.118083e-04 |    4.157383e-04 |     3.131208e-15
 12 |   1.312090e-03 |    13.1209 |       MK_out |   0 |   8.856782e-04 |    4.264119e-04 |     3.319010e-15
 13 |   1.395576e-03 |    13.9558 |       MK_out |   0 |   9.595430e-04 |    4.360327e-04 |     1.443791e-15
 14 |   1.478208e-03 |    14.7821 |       MK_out |   0 |   1.033404e-03 |    4.448040e-04 |     3.610216e-16
 15 |   1.212293e-03 |    12.1229 |       MK_out |   0 |   1.107261e-03 |    1.050314e-04 |     6.647273e-16
 16 |   1.289116e-03 |    12.8912 |       MK_out |   0 |   1.181116e-03 |    1.079994e-04 |     8.428893e-16
 17 |   1.722707e-03 |    17.2271 |       MK_out |   0 |   1.254969e-03 |    4.677379e-04 |     3.802621e-15
 18 |   1.442387e-03 |    14.4239 |       MK_out |   0 |   1.328820e-03 |    1.135666e-04 |     5.463636e-16
 19 |   1.518859e-03 |    15.1886 |       MK_out |   0 |   1.402670e-03 |    1.161891e-04 |     1.576357e-15
 20 |   1.964212e-03 |    19.6421 |       MK_out |   0 |   1.476518e-03 |    4.876937e-04 |     1.343646e-15
 21 |   2.044281e-03 |    20.4428 |       MK_out |   0 |   1.550365e-03 |    4.939160e-04 |     1.073704e-15
 22 |   1.747731e-03 |    17.4773 |       MK_out |   0 |   1.624212e-03 |    1.235191e-04 |     1.416109e-15
 23 |   1.823863e-03 |    18.2386 |       MK_out |   0 |   1.698057e-03 |    1.258064e-04 |     3.667478e-16
 24 |   1.899927e-03 |    18.9993 |       MK_out |   0 |   1.771902e-03 |    1.280252e-04 |     1.624443e-15
 25 |   1.975926e-03 |    19.7593 |       MK_out |   0 |   1.845746e-03 |    1.301804e-04 |     6.546385e-16
 26 |   2.051865e-03 |    20.5187 |       MK_out |   0 |   1.919589e-03 |    1.322761e-04 |     5.475729e-16
 27 |   2.127749e-03 |    21.2775 |       MK_out |   0 |   1.993432e-03 |    1.343162e-04 |     1.319661e-15
 28 |   2.203579e-03 |    22.0358 |       MK_out |   0 |   2.067275e-03 |    1.363042e-04 |     3.135006e-16
 29 |   2.279360e-03 |    22.7936 |       MK_out |   0 |   2.141117e-03 |    1.382431e-04 |     4.509214e-16
 30 |   2.355095e-03 |    23.5509 |       MK_out |   0 |   2.214959e-03 |    1.401359e-04 |     7.539124e-16
  1 |  -4.850488e-03 |   -48.5049 |   unassigned |   - |              - |               - |     1.183212e-15
  1 |  -4.410029e-03 |   -44.1003 |   unassigned |   - |              - |               - |     8.189749e-16
  1 |  -3.969627e-03 |   -39.6963 |   unassigned |   - |              - |               - |     2.079320e-15
  1 |  -3.529301e-03 |   -35.2930 |   unassigned |   - |              - |               - |     2.796340e-15
  1 |  -3.089083e-03 |   -30.8908 |   unassigned |   - |              - |               - |     2.542121e-15
  1 |  -2.649026e-03 |   -26.4903 |   unassigned |   - |              - |               - |     2.652967e-15
  1 |  -1.331335e-03 |   -13.3133 |   unassigned |   - |              - |               - |     8.499348e-15
  1 |  -9.119046e-05 |    -0.9119 |   unassigned |   - |              - |               - |     4.511476e-12
  1 |   3.089287e-03 |    30.8929 |   unassigned |   - |              - |               - |     1.575295e-15
  1 |   3.529457e-03 |    35.2946 |   unassigned |   - |              - |               - |     2.190161e-15
  1 |   3.969750e-03 |    39.6975 |   unassigned |   - |              - |               - |     1.787945e-15
  1 |   4.410130e-03 |    44.1013 |   unassigned |   - |              - |               - |     8.189218e-16
  1 |   4.850571e-03 |    48.5057 |   unassigned |   - |              - |               - |     1.980751e-15
  2 |  -4.853462e-03 |   -48.5346 |   unassigned |   - |              - |               - |     1.011956e-15
  2 |  -4.413297e-03 |   -44.1330 |   unassigned |   - |              - |               - |     1.068721e-15
  2 |  -3.973251e-03 |   -39.7325 |   unassigned |   - |              - |               - |     3.625492e-16
  2 |  -3.533370e-03 |   -35.3337 |   unassigned |   - |              - |               - |     1.534613e-15
  2 |  -3.093721e-03 |   -30.9372 |   unassigned |   - |              - |               - |     1.279796e-15
  2 |  -2.654419e-03 |   -26.5442 |   unassigned |   - |              - |               - |     1.240322e-15
  2 |  -1.341877e-03 |   -13.4188 |   unassigned |   - |              - |               - |     6.736318e-15
  2 |  -9.592350e-06 |    -0.0959 |   unassigned |   - |              - |               - |     2.468213e-13
  2 |   1.344068e-03 |    13.4407 |   unassigned |   - |              - |               - |     5.158160e-15
  2 |   2.654974e-03 |    26.5497 |   unassigned |   - |              - |               - |     9.097664e-16
  2 |   3.094129e-03 |    30.9413 |   unassigned |   - |              - |               - |     2.717134e-15
  2 |   3.533682e-03 |    35.3368 |   unassigned |   - |              - |               - |     2.848135e-15
  2 |   3.973498e-03 |    39.7350 |   unassigned |   - |              - |               - |     5.418465e-16
  2 |   4.413497e-03 |    44.1350 |   unassigned |   - |              - |               - |     3.584179e-15
  2 |   4.853628e-03 |    48.5363 |   unassigned |   - |              - |               - |     1.241572e-15
  3 |  -4.858443e-03 |   -48.5844 |   unassigned |   - |              - |               - |     2.562902e-15
  3 |  -4.418770e-03 |   -44.1877 |   unassigned |   - |              - |               - |     9.118415e-16
  3 |  -3.979326e-03 |   -39.7933 |   unassigned |   - |              - |               - |     1.158242e-15
